userId,train,gt,rec_AMR_visual_max_k5
26254,"[608, 1252, 293, 904, 296, 2959, 111, 1584, 912, 1214]",[1036],"[1704.0, 31364.0, 527.0, 1213.0, 4226.0]"
26255,"[480, 608, 4995, 904, 119145, 115149, 111759, 1200, 116797, 122900, 79132, 68157]","[109487, 1214, 5989, 2167, 142488]","[134130.0, 175303.0, 589.0, 2959.0, 97752.0]"
26257,"[5952, 608, 33794, 5989, 1997, 589, 8529, 5810, 150, 2011, 318, 4223]","[30707, 1690, 6863]","[1200.0, 586.0, 1704.0, 231.0, 165.0]"
26260,"[4226, 266, 1036, 81932, 2959, 122904, 293, 4262, 1704, 1193, 96432, 1201, 1200, 1203, 4022, 5952, 5956, 586, 3147, 130634, 103249, 104913, 1619, 2011, 128360, 59369, 2410, 1645]","[64957, 139385, 2329, 1252, 165]","[50.0, 858.0, 1213.0, 109487.0, 5574.0]"
26274,"[4993, 4226, 904, 105355, 1036, 7438, 527, 111759, 76175, 110102, 97304, 8985, 79132, 4262, 99114, 89904, 1201, 1203, 138036, 1721, 3916, 589, 160980, 6365, 480, 5219, 65514, 7153, 2167]","[4995, 1961, 188301, 68157, 192385, 1089, 1221, 122882]","[608.0, 1704.0, 4995.0, 192385.0, 912.0]"
26278,"[480, 4226, 1704, 586, 1645, 589, 50, 1721, 4085, 2167, 2329, 1690]","[2571, 1203]","[165.0, 79132.0, 1370.0, 1036.0, 4993.0]"
26279,"[169984, 4993, 4226, 4995, 95875, 117895, 103688, 122890, 1036, 81932, 48780, 122914, 162082, 4262, 1193, 1200, 163645, 58559, 5574, 115149, 589, 1370, 5989, 128360, 1645, 111, 86644, 114935, 3578]","[1704, 105653, 111759, 1221, 5956]","[109487.0, 134130.0, 168248.0, 4022.0, 122900.0]"
26282,"[480, 586, 1645, 2959, 912, 7153, 1584, 1214]",[4995],"[1206.0, 1573.0, 4022.0, 608.0, 5995.0]"
26300,"[165, 293, 2023, 2028, 1997, 527, 1203]",[1213],"[904.0, 1036.0, 318.0, 296.0, 1377.0]"
26313,"[169984, 33794, 1573, 128360, 105355, 122892, 162606, 189333, 1690, 8638]",[139385],"[122882.0, 122920.0, 109487.0, 6874.0, 1193.0]"
26314,"[608, 356, 1221, 5956, 904, 59369, 7438, 30707, 150]","[2028, 3916, 1645]","[1089.0, 318.0, 778.0, 1214.0, 1213.0]"
26316,"[146656, 122914, 5989, 122920, 1704, 128360, 2028, 115149, 44665, 171763, 122900, 189333, 122904, 177593, 139644, 318, 58559]","[114935, 79132, 1200]","[122882.0, 163645.0, 109487.0, 122912.0, 168248.0]"
26320,"[4995, 778, 1997, 50, 3510, 3578]","[904, 1214]","[4226.0, 318.0, 5956.0, 858.0, 3178.0]"
26324,"[50, 1206, 6863]",[2028],"[858.0, 6534.0, 5574.0, 4993.0, 1954.0]"
26342,"[858, 1252, 1206]",[356],"[1213.0, 912.0, 3362.0, 1193.0, 1203.0]"
26344,"[1584, 2028, 1214]",[1206],"[608.0, 1200.0, 480.0, 6365.0, 318.0]"
26346,"[1704, 296, 2571]","[1619, 608, 1961]","[6874.0, 64957.0, 50.0, 1193.0, 2959.0]"
26354,"[4995, 6534, 48780, 7438, 3362, 420, 1193, 5418, 1201, 1721, 8638, 3916, 480, 1377, 2023, 2409, 111, 1266, 86644, 3578, 4223]","[5254, 3147, 33794]","[2167.0, 4085.0, 6863.0, 3178.0, 4776.0]"
26355,"[4226, 293, 3147, 2571, 1997, 7438, 6874, 79132, 318]",[1206],"[6365.0, 4995.0, 608.0, 97304.0, 4776.0]"
26362,"[356, 1252, 1200, 858, 1213]",[293],"[1573.0, 318.0, 1193.0, 3362.0, 589.0]"
26365,"[165, 296, 1961, 1203, 2167, 1721, 1214, 4223]","[1339, 3198, 1997, 1704, 150, 4226, 6365]","[480.0, 231.0, 4995.0, 2028.0, 6.0]"
26371,"[5952, 162082, 5219, 293, 165, 586, 778, 1036, 2959, 171763, 150, 6874, 858, 318]","[2167, 6365, 65514, 112552, 7153, 79132]","[589.0, 1221.0, 608.0, 1200.0, 5956.0]"
26379,"[5952, 4226, 5989, 1221, 231, 59369, 5995, 589, 2329, 858, 79132, 64957]","[6, 293, 4993]","[50.0, 4993.0, 6.0, 2571.0, 1200.0]"
26390,"[4226, 31364, 778, 2959, 293, 50, 1203, 1214, 586, 53972, 6874, 858, 608, 1377, 5219, 5989, 1645, 1266, 30707]","[6934, 318, 1721, 44665, 6365, 2028, 4995, 1573, 2329, 5418]","[7438.0, 1193.0, 4993.0, 2571.0, 4022.0]"
26403,"[480, 1954, 356, 5956, 1573, 266, 3147, 5995, 5418, 2959, 50, 30707, 150, 6934]","[111, 4995, 589]","[6.0, 4022.0, 3578.0, 296.0, 1193.0]"
26409,"[7153, 1721, 2167]",[2011],"[1645.0, 480.0, 4993.0, 1089.0, 1704.0]"
26410,"[420, 165, 2571, 4022, 318]","[1690, 356, 2028, 1214, 553]","[480.0, 2028.0, 589.0, 1573.0, 30707.0]"
26411,"[87520, 1089, 1573, 589, 1206, 6934, 3578, 58559]",[48780],"[1704.0, 4993.0, 2011.0, 1645.0, 293.0]"
26413,"[904, 858, 2011, 318]",[778],"[1203.0, 1573.0, 112552.0, 1213.0, 1721.0]"
26415,"[480, 356, 589, 527, 150]",[296],"[1089.0, 2011.0, 778.0, 111.0, 5989.0]"
26416,"[1704, 88140, 109487, 42738, 122900, 110102, 2329, 6874, 2011, 858, 318]","[68157, 91630, 4993]","[2959.0, 111364.0, 111759.0, 5810.0, 93363.0]"
26419,"[4993, 4226, 68157, 1252, 7153, 4022, 6365]","[1203, 2028, 2959]","[58559.0, 33794.0, 2571.0, 5989.0, 5952.0]"
26421,"[608, 5219, 6874, 904, 2028, 6548, 4085, 1721, 1370, 6365, 1214]","[4995, 858, 586, 296, 2167]","[1704.0, 1221.0, 8861.0, 2571.0, 1645.0]"
26430,"[33794, 59369, 586, 4022, 97752, 858]","[4995, 527, 94405, 1721]","[5574.0, 4262.0, 4776.0, 7438.0, 6874.0]"
26433,"[904, 50, 912, 1704]",[1721],"[2571.0, 1721.0, 2959.0, 1203.0, 4993.0]"
26434,"[105504, 608, 356, 99114, 2959, 116797, 8665, 858, 64957]","[2028, 2571, 103249]","[50.0, 2571.0, 6874.0, 97304.0, 6.0]"
26435,[1961],[4262],"[7153.0, 608.0, 4995.0, 480.0, 1266.0]"
26438,"[4226, 904, 778, 7438, 111759, 122904, 113573, 4262, 293, 112552, 109487, 5952, 1221, 586, 130634, 128360, 2028, 53996, 3578]","[111, 1089, 139385, 1203, 79132]","[122882.0, 139385.0, 79132.0, 122892.0, 4995.0]"
26440,"[1954, 356, 1573, 2023, 1193, 778, 3147, 589, 527, 858]","[1206, 1214]","[318.0, 4995.0, 1089.0, 4226.0, 1370.0]"
26445,"[5952, 4993, 1704, 296, 2571, 1200, 7153, 1690, 1721, 3578, 68157]",[266],"[2011.0, 1193.0, 589.0, 5995.0, 2028.0]"
26448,"[480, 4993, 6754, 1573, 231, 266, 1200, 2167]","[4022, 1201, 296, 5219, 1721]","[1377.0, 356.0, 1721.0, 586.0, 3578.0]"
26453,"[5952, 146656, 4226, 185029, 296, 1704, 2959, 1584, 1206, 158966, 6874, 114935, 79132, 8638]","[134130, 79695, 3578, 356, 1193, 58559]","[1203.0, 778.0, 4993.0, 4995.0, 5995.0]"
26459,"[912, 1377, 589, 1214]","[356, 858]","[608.0, 1193.0, 1704.0, 2028.0, 1573.0]"
26461,"[5956, 1193, 2571, 2028, 1266, 50, 4022, 1206]","[1213, 296, 5418, 527]","[3578.0, 1961.0, 4226.0, 1704.0, 1954.0]"
26466,"[480, 1089, 4993, 5956, 904, 2411, 7153, 5810, 3578, 1339, 6365]","[356, 4226, 2167, 2571]","[1704.0, 2410.0, 1573.0, 5989.0, 2011.0]"
26467,"[2329, 589, 1213]","[4776, 2571, 2959]","[778.0, 293.0, 2011.0, 33794.0, 1704.0]"
26471,"[33794, 231, 553, 2571, 115149, 7438, 111759, 1200, 65682, 134130, 163645, 58559]",[1377],"[93363.0, 608.0, 79132.0, 122900.0, 122920.0]"
26479,"[122914, 4995, 356, 110501, 296, 5418, 93838, 527, 111759, 56145, 1200, 30707, 177593, 1213]",[31364],"[1227.0, 85414.0, 1036.0, 139644.0, 50.0]"
26480,"[1721, 318]",[527],"[4995.0, 3147.0, 30707.0, 527.0, 109487.0]"
26481,"[4993, 60040, 122920, 5418, 3147, 59369, 91630, 111759, 1200, 103249, 50, 6934, 4022, 6365, 3578, 139644, 1213]","[1997, 97304, 589, 4995]","[5574.0, 6754.0, 115149.0, 58559.0, 5952.0]"
26485,"[480, 5952, 4993, 68157, 111781, 117895, 1704, 2028, 115149, 91630, 6863, 6548, 1690, 8665, 858, 64957]","[3916, 86644, 2959, 6365, 88140]","[608.0, 97304.0, 58559.0, 111364.0, 53972.0]"
26486,"[608, 480, 6979, 1573, 293, 231, 586, 1036, 1997, 1584, 50, 4085, 4022, 1213, 6365]","[1089, 778, 1200]","[1370.0, 2571.0, 1377.0, 1690.0, 6.0]"
26495,"[5952, 111781, 1961, 88140, 122900]","[119145, 64983]","[1266.0, 173145.0, 122882.0, 110102.0, 109487.0]"
26499,"[6874, 26294, 150, 4226]",[527],"[1997.0, 4995.0, 527.0, 158966.0, 6365.0]"
26505,"[87520, 33794, 4995, 111364, 4226, 2011, 912, 160980, 7387, 79132, 116797]","[1203, 56145, 5418]","[175303.0, 134130.0, 109848.0, 105355.0, 1203.0]"
26508,"[4993, 4995, 5418, 586, 2028, 912, 7153, 1619, 6934, 4022, 3578, 1214]","[296, 1704]","[2571.0, 58559.0, 4226.0, 608.0, 480.0]"
26509,"[608, 4993, 5952, 4226, 318, 165, 1573, 1961, 553, 3147, 48304, 912, 50, 86644, 8665, 858, 64957, 3198]","[1206, 33794, 6]","[2571.0, 6.0, 356.0, 1997.0, 4084.0]"
26510,"[904, 1193, 111, 1584, 2959, 50, 1721, 2011]","[48780, 6548, 53996]","[1203.0, 1206.0, 1213.0, 608.0, 5989.0]"
26518,"[85414, 112552, 5418, 99114, 53996, 103249, 86644, 110102, 79132]","[5810, 64957]","[7153.0, 88140.0, 5574.0, 116797.0, 7438.0]"
26523,"[146656, 165, 5989, 2571, 1036, 122892, 173145, 6365]",[44665],"[5254.0, 150.0, 4995.0, 34150.0, 42738.0]"
26524,"[1089, 33794, 356, 586, 1584, 134130, 1206, 116797]","[527, 4993, 4226]","[1721.0, 4022.0, 7438.0, 1266.0, 48780.0]"
26525,"[1690, 356]","[2167, 1645, 2023, 6]","[1573.0, 318.0, 1721.0, 1089.0, 480.0]"
26527,"[6, 904, 778, 527, 2959, 79132, 296, 553, 1704, 1193, 1200, 50, 1339, 8638, 5952, 6979, 79695, 8529, 97752, 8665, 6874, 53996, 2167]","[1252, 1961, 1206, 4022]","[608.0, 293.0, 3362.0, 1213.0, 81932.0]"
26531,"[1961, 3916]",[65682],"[1266.0, 3510.0, 1619.0, 7153.0, 912.0]"
26537,"[1377, 34150, 2571, 2028, 6863, 8529, 6550]",[356],"[858.0, 64983.0, 1954.0, 3147.0, 53972.0]"
26538,"[5952, 5418, 1036, 111, 2959, 50, 3578, 1214]","[1954, 1584, 1573]","[1200.0, 1704.0, 1193.0, 58559.0, 778.0]"
26545,"[1089, 2023, 296, 2571, 2028, 1036, 1200, 4085]",[1252],"[1370.0, 4262.0, 6.0, 1690.0, 608.0]"
26548,"[4993, 33794, 192385, 128360, 99114, 122892, 115149, 1997, 93363, 160980, 97752, 139644]","[60040, 318, 88140, 103249, 356]","[109487.0, 111364.0, 162350.0, 163645.0, 122900.0]"
26549,"[33794, 1221, 85414, 904, 1193, 111, 3578, 8665, 6874, 58559]","[7153, 109487, 5952]","[527.0, 4776.0, 318.0, 2959.0, 150.0]"
26552,"[122882, 33794, 293, 5989, 111781, 1704, 59369, 1036, 48780, 91630, 527, 2959, 103249, 4022, 110102, 6874]",[8529],"[296.0, 7438.0, 122892.0, 5418.0, 3147.0]"
26553,"[4993, 33794, 95875, 122882, 6, 6534, 904, 103688, 5254, 2571, 122892, 1036, 111759, 110102, 97304, 2329, 420, 1704, 296, 5418, 1206, 3510, 68157, 1089, 115149, 53464, 1370, 5989, 34150, 91630, 111, 7153]","[93838, 93363, 111364, 1252, 6979, 293]","[5952.0, 2959.0, 608.0, 2011.0, 6979.0]"
26566,"[608, 296, 5995, 3916, 2571, 527, 1200, 2959, 318]","[858, 356, 420]","[50.0, 356.0, 3510.0, 1193.0, 858.0]"
26575,"[480, 4993, 1252, 1221, 4262, 2023, 1201, 7153, 114935, 2011, 6365, 318]","[1213, 608]","[1704.0, 1089.0, 5995.0, 3578.0, 6754.0]"
26577,"[139644, 6754, 74851, 33794, 1221, 111781, 356, 59369, 115149, 93838, 7153, 78772, 160438, 53464, 97304, 79132, 6365]","[88140, 162606, 5219, 109578, 4776, 165, 65514]","[116797.0, 1704.0, 162606.0, 30707.0, 122904.0]"
26580,"[122912, 4995, 5989, 128360, 1961, 586, 3147, 5418, 6863, 134130, 50, 1213, 58559]",[1221],"[5956.0, 111.0, 1704.0, 608.0, 4022.0]"
26602,"[4993, 1089, 296, 3147, 48780, 2571, 7153, 2011, 1214]",[33794],"[293.0, 480.0, 1721.0, 778.0, 50.0]"
26610,"[608, 4226, 356, 6, 586, 266, 1036, 589, 2959, 1721, 150, 2329, 858, 1213, 318]","[1377, 1221, 1266, 165]","[1573.0, 480.0, 231.0, 553.0, 3578.0]"
26615,"[111759, 6934, 2167, 57528, 160438]","[53972, 8985, 79695, 2028]","[8985.0, 79132.0, 171763.0, 122920.0, 114795.0]"
26621,"[87520, 5219, 68157, 59369, 80363, 48780, 111759, 527, 69526, 3510, 53464, 6874, 79132, 116797]","[160438, 34150, 165]","[85414.0, 8861.0, 114795.0, 86644.0, 7153.0]"
26631,"[2571, 527, 6548, 69526, 150, 2329, 8985, 1954, 4776, 4022, 1721, 1339, 58559, 1089, 6874, 480, 1377, 608, 356, 231, 111]","[57528, 6365, 53972, 5418, 1200]","[1704.0, 1193.0, 2959.0, 778.0, 586.0]"
26636,"[296, 50, 2028, 318]",[3916],"[608.0, 1704.0, 2571.0, 1954.0, 589.0]"
26665,"[356, 1997]","[912, 1266]","[231.0, 50.0, 296.0, 318.0, 4776.0]"
26672,"[4995, 111759, 129937, 72731, 111781, 4262, 1704, 553, 112552, 109487, 318, 6979, 97752, 8665, 231, 128360, 59369, 2410, 114795, 134130, 1266, 2167, 44665, 106491]","[169984, 6, 97188, 589, 6874, 5254, 1193, 3198]","[3916.0, 81932.0, 50.0, 1961.0, 30707.0]"
26676,"[4226, 122882, 4995, 6, 778, 122892, 204698, 293, 4262, 4776, 122920, 5418, 1584, 5574, 6863, 8529, 53464, 8665, 1370, 7387, 175199, 1377, 5219, 53996, 30707, 2167]","[5956, 1036, 175303, 122912, 60040, 169864, 1704]","[5952.0, 6365.0, 128360.0, 1961.0, 2011.0]"
26692,"[1954, 4226, 293, 3147, 1645, 858, 2011]",[527],"[50.0, 33794.0, 2409.0, 2329.0, 139385.0]"
26704,"[59369, 5995, 7153, 6874, 1213]","[296, 68157]","[1089.0, 64957.0, 296.0, 2959.0, 7438.0]"
26707,"[4993, 7438, 111759, 527, 6548, 111781, 1573, 1961, 99114, 1584, 1201, 1203, 4022, 168248, 1214, 5952, 1370, 6874, 480, 6754, 128360, 91630, 7153, 139385]","[318, 1200, 589, 59369, 79695, 2571, 79132]","[1193.0, 2571.0, 115149.0, 1645.0, 4226.0]"
26708,"[1377, 1704, 3147, 48780, 1584, 7153, 150, 1370, 58559]","[1214, 5219]","[4993.0, 111.0, 5418.0, 2571.0, 608.0]"
26715,"[1200, 527]","[356, 589]","[293.0, 1997.0, 318.0, 1193.0, 1573.0]"
26716,"[4993, 4226, 1573, 6, 778, 2571, 1036, 589, 1200, 4085, 4223]","[50, 4022, 2329, 480, 1690, 1377]","[293.0, 858.0, 231.0, 1370.0, 4262.0]"
26717,"[480, 33794, 122882, 5989, 5574, 296, 59369, 99114, 2571, 81932, 48780, 119145, 527, 139644, 3578, 79132]","[58559, 109487, 53996]","[1214.0, 7438.0, 109487.0, 30707.0, 58559.0]"
26719,"[4993, 111781, 5989, 1573, 122920, 1961, 778, 5574, 2409, 1997, 115149, 1584, 7153, 1206]","[103249, 1954, 97304, 119145]","[1954.0, 122882.0, 128360.0, 5254.0, 1193.0]"
26722,"[318, 4993, 6979, 7438, 527, 912, 30707, 150, 3578, 1214]","[1203, 1721, 1221, 3147, 1252, 904]","[8665.0, 1036.0, 480.0, 111.0, 165.0]"
26729,"[608, 1089, 480, 5989, 4262, 231, 4776, 778, 3147, 1036, 2959, 111, 1214]",[4226],"[293.0, 165.0, 6365.0, 8665.0, 1704.0]"
26738,"[5254, 2959, 6548, 6934, 293, 296, 553, 5418, 1200, 1201, 50, 1339, 1089, 1221, 1997, 7387, 34150, 1645, 7153, 1266, 4084, 3198]",[33794],"[1573.0, 1206.0, 4022.0, 6.0, 5995.0]"
26741,"[5952, 1089, 122882, 356, 1252, 99114, 111, 912, 7153, 1203, 2329, 1213, 58559]",[68157],"[480.0, 296.0, 64957.0, 65514.0, 5989.0]"
26745,"[1252, 904, 1961, 296, 1227, 109487, 1584, 527]",[4085],"[1203.0, 1721.0, 3198.0, 1089.0, 480.0]"
26752,"[122912, 111759, 78772, 122904, 3578, 64957]",[114180],"[1704.0, 103249.0, 5810.0, 95875.0, 99114.0]"
26760,"[5952, 4993, 165, 4262, 5989, 296, 778, 2959, 1584]",[7153],"[1704.0, 4995.0, 318.0, 608.0, 58559.0]"
26764,"[608, 1377, 778, 1036, 912, 318]",[150],"[2959.0, 293.0, 2011.0, 1089.0, 2028.0]"
26768,"[1252, 296, 99114, 48780, 1645, 53996, 109487, 2028, 142488, 2329, 116797, 1214]","[64957, 4022, 1200, 4995, 111759, 134130]","[480.0, 1089.0, 7438.0, 64957.0, 1704.0]"
26773,"[318, 480, 1206]",[1193],"[2011.0, 5989.0, 1193.0, 1961.0, 1954.0]"
26776,"[33794, 31364, 527, 6548, 2329, 3362, 4262, 5418, 109487, 1203, 57528, 8638, 5574, 586, 115149, 8665, 6874, 6365, 119145, 5995, 53996, 114935, 3578, 139644]","[200540, 79132, 114180, 142488, 4776]","[7438.0, 4776.0, 4022.0, 1997.0, 6.0]"
26785,"[1954, 165, 6, 2329, 1227, 1584, 1721, 3578, 2011, 1213]","[1206, 1370, 2167]","[1961.0, 356.0, 778.0, 589.0, 1193.0]"
26801,"[105504, 122882, 6754, 1573, 175303, 103688, 59369, 122892, 2028, 109487, 189333, 6934, 8638, 58559]","[2571, 48780, 114713, 163645, 164981, 79695, 115149, 7153]","[97304.0, 5952.0, 115149.0, 2959.0, 5810.0]"
26803,"[2571, 1206, 231]","[1193, 1377]","[6874.0, 1573.0, 7153.0, 356.0, 34150.0]"
26808,"[296, 586, 5418, 2028, 1200, 1266, 3578, 1690, 2011]","[1206, 5952, 150]","[1573.0, 1704.0, 589.0, 1089.0, 318.0]"
26812,"[608, 1252, 296, 111, 1266, 1203, 4022, 1206, 1721]","[1200, 318, 589, 1221]","[1704.0, 912.0, 1193.0, 553.0, 1213.0]"
26821,"[3362, 6979, 296, 1997, 50, 1206, 6874, 3578]","[1339, 4776, 318]","[293.0, 1339.0, 356.0, 2571.0, 1213.0]"
26825,"[165, 1573, 1221, 4776, 1961, 3147, 589, 1997, 2959, 912, 527, 50, 1200, 150, 2329]","[231, 6, 80363]","[318.0, 2028.0, 356.0, 293.0, 2409.0]"
26842,"[146656, 1089, 122912, 356, 5989, 1704, 59369, 112552, 3147, 48780, 122892, 7438, 103688, 160980, 858, 2011, 58559]","[99114, 480, 1573]","[69526.0, 109487.0, 139385.0, 139644.0, 68157.0]"
26850,"[5952, 1089, 1961, 6863, 527, 7153, 2329]","[30707, 318]","[4995.0, 296.0, 480.0, 318.0, 6365.0]"
26869,"[4226, 33794, 293, 7438, 2959, 7153, 1203, 116797]",[58559],"[6874.0, 31364.0, 1213.0, 2571.0, 296.0]"
26876,"[105504, 420, 111364, 5574, 231, 122920, 111759, 527, 103249, 50, 1213, 109848, 1214, 116797, 318]","[3578, 4995, 1584, 134130, 122904, 1089, 2329, 608]","[122892.0, 586.0, 1997.0, 1377.0, 293.0]"
26881,"[5254, 296, 5995, 2959, 53972, 1214]","[527, 4993, 293]","[4993.0, 2571.0, 318.0, 608.0, 1690.0]"
26885,"[1201, 2028, 1206, 111]","[1203, 1221]","[1214.0, 1089.0, 3578.0, 1193.0, 115210.0]"
26891,"[480, 4993, 1252, 6, 904, 1193, 1584, 3578, 6874, 7387]","[231, 1221]","[296.0, 608.0, 31364.0, 5995.0, 318.0]"
26900,"[6, 778, 1036, 527, 1203, 1206, 318]","[1997, 1339]","[50.0, 858.0, 4262.0, 904.0, 1193.0]"
26901,"[1377, 1036, 231]","[586, 1266]","[1721.0, 293.0, 6365.0, 6874.0, 356.0]"
26905,"[420, 2571, 2329, 6874, 7387, 64957]","[1214, 6534]","[6.0, 296.0, 4262.0, 6934.0, 5995.0]"
26911,"[296, 1193, 778, 99114, 586, 150, 2329, 6874]","[1206, 2011, 318]","[293.0, 1704.0, 608.0, 318.0, 111.0]"
26927,"[318, 480, 1036, 1214]",[4085],"[2028.0, 296.0, 1200.0, 109487.0, 527.0]"
26928,"[192385, 4995, 111364, 109578, 122892, 81932, 111759, 2959, 122900, 110102, 8985, 105504, 4262, 36519, 122920, 112552, 48304, 1201, 160438, 68157, 1214, 58559, 5952, 175303, 102088, 91978, 115149, 79695, 160980, 106841, 8665, 92507, 2028, 1645, 171763, 2167, 84601]","[85414, 139385, 188301, 95875, 6365, 1203, 80846, 356]","[115210.0, 99114.0, 109487.0, 162606.0, 139644.0]"
26930,"[1203, 2011, 1573, 150]",[3510],"[1721.0, 904.0, 4995.0, 2571.0, 4226.0]"
26931,"[5418, 2571, 1619, 1690]",[4022],"[2011.0, 1954.0, 6.0, 589.0, 480.0]"
26932,"[480, 150]","[586, 356, 318]","[1193.0, 1214.0, 5989.0, 3578.0, 1954.0]"
26943,"[6979, 231, 1200, 150, 1370]",[480],"[3510.0, 2571.0, 6365.0, 4776.0, 1036.0]"
26945,"[480, 2571, 1036, 4022, 3510, 122904, 58559]","[5952, 1721, 53972, 8665, 1370]","[65514.0, 4995.0, 3916.0, 68157.0, 318.0]"
26958,"[33794, 4226, 122882, 2571, 1036, 2959, 110102, 79132, 122914, 4776, 138036, 1721, 68157, 5952, 170827, 3147, 79695, 8665, 1370, 858, 114935, 2028, 2167]","[293, 6365, 60040]","[85414.0, 4995.0, 111759.0, 165.0, 119145.0]"
26959,"[608, 296, 165]",[589],"[293.0, 6.0, 50.0, 2028.0, 589.0]"
26960,"[1221, 1961, 589, 527]",[480],"[6.0, 858.0, 778.0, 3362.0, 3178.0]"
26964,"[480, 33794, 5989, 2329, 2571, 1997, 1584, 138036, 150, 4022, 109848, 1721, 6874, 1214, 58559]","[103249, 8529, 1201]","[296.0, 1203.0, 904.0, 5995.0, 527.0]"
26977,"[356, 1370, 2028, 1214]","[2167, 231]","[480.0, 1089.0, 296.0, 6.0, 318.0]"
26983,"[4226, 5254, 103688, 60040, 4262, 5418, 1200, 3510, 4022, 1206, 1721, 68157, 1214, 318, 3916, 6863, 97752, 858, 2011, 608, 5989, 128360, 59369, 91630, 7153, 44665]","[109487, 1377, 111743, 527, 778]","[58559.0, 2571.0, 33794.0, 65514.0, 50.0]"
26988,"[192385, 293, 5989, 188301, 6863, 2959, 5810, 164981, 3578, 2011]","[1961, 122900, 608]","[778.0, 1213.0, 6548.0, 4995.0, 171763.0]"
26989,"[1089, 356, 1036, 1266, 858, 6365, 1214]","[4223, 553, 1704]","[111.0, 1704.0, 1573.0, 1200.0, 589.0]"
26997,"[4223, 87520, 5989, 85414, 2329, 97752, 5418, 2959, 48304, 4022, 69526, 97304, 44665, 6934, 58559]","[4993, 8665, 79132]","[4995.0, 59369.0, 527.0, 7153.0, 4776.0]"
27008,"[356, 2023, 231, 2571, 4085, 1370, 2011]",[318],"[1721.0, 1206.0, 1573.0, 4993.0, 1089.0]"
27019,"[33794, 60040, 4776, 527, 3578, 2011, 64957]","[58559, 111759, 6863, 68157]","[1089.0, 58559.0, 69526.0, 296.0, 6874.0]"
27022,"[608, 1954, 1961, 6863, 2329]","[4993, 1206]","[480.0, 1377.0, 2571.0, 296.0, 904.0]"
27027,"[4226, 293, 112552, 59369, 65514, 3147, 115149, 111759, 2959, 5810, 122900, 1214, 68157, 318, 58559]","[104913, 2028, 1193, 4262, 1704]","[1704.0, 5952.0, 99114.0, 109487.0, 608.0]"
27029,"[1961, 318]","[296, 1721]","[480.0, 4995.0, 904.0, 608.0, 30707.0]"
27034,"[4226, 4995, 1252, 33794, 6, 1961, 1227, 6863, 7153, 5810, 171763, 50, 189333, 1206, 1213, 142488, 68157]","[185029, 81932, 99114, 109487, 30707, 1193]","[139385.0, 157699.0, 3362.0, 5995.0, 114935.0]"
27035,"[6534, 112552, 60040, 99114, 53996, 6863, 109487, 134130, 114935, 6365, 68157]","[33794, 2959, 34150, 6934]","[3147.0, 88140.0, 139385.0, 69526.0, 58559.0]"
27039,"[4993, 1089, 5219, 6, 53996, 48780, 79695, 76175, 2959, 4085, 69526, 1370, 68157, 318, 58559]","[1201, 7387, 33794]","[115149.0, 1704.0, 480.0, 44665.0, 99114.0]"
27040,"[130634, 88140, 86644, 110102, 1721]",[188301],"[200540.0, 109487.0, 8985.0, 122892.0, 122882.0]"
27042,"[480, 165, 5989, 2023, 296, 119145, 6534, 3147, 589, 6863, 134130, 5810, 6548, 6934, 97752, 1721, 79132]","[1089, 318, 150]","[1704.0, 4995.0, 1193.0, 3578.0, 4776.0]"
27068,"[1089, 4776, 7438, 527, 50, 1619, 6365, 2329, 6874, 858]","[1997, 778, 356, 5254]","[318.0, 4995.0, 3147.0, 2571.0, 356.0]"
27071,"[122912, 4993, 183011, 1036, 589, 2959, 7153, 1721, 6365]","[122900, 5952, 185029, 64957, 163645]","[4022.0, 231.0, 1206.0, 5418.0, 5995.0]"
27078,"[5952, 4993, 2409, 1036, 589, 6863, 1266]","[586, 1377, 7153]","[1200.0, 4995.0, 111.0, 2167.0, 79132.0]"
27083,"[33794, 6, 778, 188301, 7438, 527, 189333, 122914, 293, 1704, 5418, 50, 177593, 1213, 116797, 58559, 88140, 858, 608, 7153, 139385, 3578]",[8665],"[6874.0, 2959.0, 2571.0, 296.0, 3362.0]"
27089,"[1704, 356]",[1370],"[1089.0, 3578.0, 296.0, 1573.0, 1213.0]"
27092,"[5989, 5418, 2571, 7438, 3578, 6550, 1206, 109848, 6874]","[122904, 5995]","[1339.0, 231.0, 48780.0, 2011.0, 69526.0]"
27106,"[4226, 111364, 6534, 109578, 1036, 527, 129937, 122900, 6934, 97304, 111781, 4262, 112552, 5418, 5810, 138036, 58559, 586, 115149, 6874, 1370, 858, 608, 5989, 2028, 111, 112370, 44665, 4223]","[111759, 1203, 87520, 1221]","[30707.0, 171763.0, 1704.0, 4022.0, 68157.0]"
27108,"[94985, 266, 48780, 7438, 110102, 293, 85414, 553, 5418, 99114, 1584, 50, 1721, 68157, 318, 79695, 97752, 356, 59369, 65514, 91630, 1266]","[3198, 1213, 2167, 114180, 6874, 30707]","[480.0, 527.0, 1619.0, 81932.0, 1961.0]"
27117,"[122912, 480, 122882, 4993, 1252, 85414, 778, 99114, 7438, 1200, 7153, 122900, 1206, 97304, 122904, 68157]","[356, 858]","[122920.0, 608.0, 293.0, 2011.0, 128360.0]"
27121,"[608, 192385, 122882, 33794, 5952, 1704, 177593, 48780, 139644, 8665, 79132, 64957]","[7153, 1036, 138036, 160438, 189333, 3147]","[162606.0, 171763.0, 122914.0, 122912.0, 7438.0]"
